브랜드,상품명,카테고리,가격,세일 가격,별점,상품 특징,리뷰
아이디얼포맨,[콜라겐]아이디얼 포 맨 퍼펙트 올인원 150mL 단품/기획 (2024 AD),올인원,"32,000원","22,500원 ~",5.0,"['피부타입', '건성에', '좋아요', '피부고민', '보습에', '좋아요', '자극도', '자극없이', '순해요']","['올인원이라 편하게 사용할 수 있을 거 같아요 잘 쓰겠습니다!!', '올영에 남자 올인원 제품이 많아서 고민됐는데 그래도 요게 젤 괜찮아보여서 구매했습니다! 용량도 넉넉하고 괜찮은 거 같아요~!', '남편이 편하고 무난히 쓰기 좋다고 이것만 쓰고 세일할때 구매를 합니다!!!']"
